departure_airport_name,departure_airport_id,departure_time,arrival_airport_name,arrival_airport_id,arrival_time,duration,airplane,airline,airline_logo,travel_class,flight_number,legroom,total_duration,price,type
Cairo International Airport,CAI,2024-06-02 20:05,King Abdulaziz International Airport,JED,2024-06-02 22:25,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 479,28 in,140,112,One way
Cairo International Airport,CAI,2024-06-02 15:30,King Abdulaziz International Airport,JED,2024-06-02 17:40,130,Boeing 737,FlyEgypt,https://www.gstatic.com/flights/airline_logos/70px/FT.png,Economy,FT 377,,130,113,One way
Cairo International Airport,CAI,2024-06-02 06:00,King Abdulaziz International Airport,JED,2024-06-02 08:10,130,Airbus A320,Air Arabia Egypt,https://www.gstatic.com/flights/airline_logos/70px/E5.png,Economy,E5 327,30 in,130,122,One way
Cairo International Airport,CAI,2024-06-02 04:20,King Abdulaziz International Airport,JED,2024-06-02 06:40,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 477,28 in,140,128,One way
Cairo International Airport,CAI,2024-06-02 12:45,King Abdulaziz International Airport,JED,2024-06-02 15:00,135,Airbus A320,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 127,28 in,135,150,One way
Cairo International Airport,CAI,2024-06-02 17:50,King Abdulaziz International Airport,JED,2024-06-02 20:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 304,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-02 20:50,King Abdulaziz International Airport,JED,2024-06-02 23:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 302,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-02 23:05,King Abdulaziz International Airport,JED,2024-06-03 01:25,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 388,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-02 00:55,King Abdulaziz International Airport,JED,2024-06-02 03:15,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 386,32 in,140,190,One way
Cairo International Airport,CAI,2024-06-02 12:40,King Abdulaziz International Airport,JED,2024-06-02 15:00,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 300,32 in,140,190,One way
Cairo International Airport,CAI,2024-06-02 15:10,King Abdulaziz International Airport,JED,2024-06-02 17:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 306,32 in,140,190,One way
Cairo International Airport,CAI,2024-06-02 16:10,King Abdulaziz International Airport,JED,2024-06-02 18:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 330,32 in,140,190,One way
Cairo International Airport,CAI,2024-06-02 03:45,King Abdulaziz International Airport,JED,2024-06-02 06:05,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 308,32 in,140,276,One way
Cairo International Airport,CAI,2024-06-02 18:25,King Abdulaziz International Airport,JED,2024-06-02 20:40,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 172,28 in,135,,One way
Cairo International Airport,CAI,2024-06-03 09:45,King Abdulaziz International Airport,JED,2024-06-03 12:00,135,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 754,29 in,135,80,One way
Cairo International Airport,CAI,2024-06-03 23:35,King Abdulaziz International Airport,JED,2024-06-04 01:45,130,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 764,29 in,130,80,One way
Cairo International Airport,CAI,2024-06-03 09:25,King Abdulaziz International Airport,JED,2024-06-03 11:50,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 566,30 in,145,94,One way
Cairo International Airport,CAI,2024-06-03 04:00,King Abdulaziz International Airport,JED,2024-06-03 06:20,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 477,28 in,140,104,One way
Cairo International Airport,CAI,2024-06-03 11:15,King Abdulaziz International Airport,JED,2024-06-03 13:30,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 176,28 in,135,,One way
Cairo International Airport,CAI,2024-06-03 01:15,King Abdulaziz International Airport,JED,2024-06-03 03:40,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 568,30 in,145,94,One way
Cairo International Airport,CAI,2024-06-03 19:05,King Abdulaziz International Airport,JED,2024-06-03 21:30,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 570,30 in,145,99,One way
Cairo International Airport,CAI,2024-06-03 15:35,King Abdulaziz International Airport,JED,2024-06-03 18:00,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 584,30 in,145,104,One way
Cairo International Airport,CAI,2024-06-03 18:10,King Abdulaziz International Airport,JED,2024-06-03 20:35,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 578,30 in,145,104,One way
Cairo International Airport,CAI,2024-06-03 10:20,King Abdulaziz International Airport,JED,2024-06-03 12:40,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 475,28 in,140,104,One way
Cairo International Airport,CAI,2024-06-03 18:55,King Abdulaziz International Airport,JED,2024-06-03 21:15,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 479,28 in,140,104,One way
Cairo International Airport,CAI,2024-06-03 22:00,King Abdulaziz International Airport,JED,2024-06-04 00:25,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 572,30 in,145,112,One way
Cairo International Airport,CAI,2024-06-03 15:00,King Abdulaziz International Airport,JED,2024-06-03 17:10,130,Boeing 737,FlyEgypt,https://www.gstatic.com/flights/airline_logos/70px/FT.png,Economy,FT 371,,130,113,One way
Cairo International Airport,CAI,2024-06-03 04:40,King Abdulaziz International Airport,JED,2024-06-03 06:55,135,Airbus A320,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 227,28 in,135,116,One way
Cairo International Airport,CAI,2024-06-03 21:15,King Abdulaziz International Airport,JED,2024-06-04 00:00,165,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 762,29 in,165,120,One way
Cairo International Airport,CAI,2024-06-03 06:00,King Abdulaziz International Airport,JED,2024-06-03 08:10,130,Airbus A320,Air Arabia Egypt,https://www.gstatic.com/flights/airline_logos/70px/E5.png,Economy,E5 327,30 in,130,122,One way
Cairo International Airport,CAI,2024-06-03 13:45,King Abdulaziz International Airport,JED,2024-06-03 16:00,135,Airbus A320,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 127,28 in,135,136,One way
Cairo International Airport,CAI,2024-06-03 00:55,King Abdulaziz International Airport,JED,2024-06-03 03:15,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 386,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-03 03:45,King Abdulaziz International Airport,JED,2024-06-03 06:05,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 308,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-03 15:10,King Abdulaziz International Airport,JED,2024-06-03 17:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 306,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-03 16:10,King Abdulaziz International Airport,JED,2024-06-03 18:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 330,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-03 17:50,King Abdulaziz International Airport,JED,2024-06-03 20:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 304,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-03 20:50,King Abdulaziz International Airport,JED,2024-06-03 23:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 302,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-03 23:05,King Abdulaziz International Airport,JED,2024-06-04 01:25,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 388,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-03 12:40,King Abdulaziz International Airport,JED,2024-06-03 15:00,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 300,32 in,140,190,One way
Cairo International Airport,CAI,2024-06-03 03:25,King Abdulaziz International Airport,JED,2024-06-03 05:40,135,Boeing 737,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 9905,30 in,135,,One way
Cairo International Airport,CAI,2024-06-03 04:05,King Abdulaziz International Airport,JED,2024-06-03 06:20,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 170,28 in,135,,One way
Cairo International Airport,CAI,2024-06-03 06:05,King Abdulaziz International Airport,JED,2024-06-03 08:21,136,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 9909,28 in,136,,One way
Cairo International Airport,CAI,2024-06-03 22:30,King Abdulaziz International Airport,JED,2024-06-04 00:45,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 174,28 in,135,,One way
Cairo International Airport,CAI,2024-06-04 21:15,King Abdulaziz International Airport,JED,2024-06-05 00:00,165,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 762,29 in,165,80,One way
Cairo International Airport,CAI,2024-06-04 23:35,King Abdulaziz International Airport,JED,2024-06-05 01:45,130,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 764,29 in,130,80,One way
Cairo International Airport,CAI,2024-06-04 01:15,King Abdulaziz International Airport,JED,2024-06-04 03:40,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 568,30 in,145,99,One way
Cairo International Airport,CAI,2024-06-04 04:20,King Abdulaziz International Airport,JED,2024-06-04 06:40,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 477,28 in,140,104,One way
Cairo International Airport,CAI,2024-06-04 14:05,King Abdulaziz International Airport,JED,2024-06-04 16:20,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 170,28 in,135,,One way
Cairo International Airport,CAI,2024-06-04 09:25,King Abdulaziz International Airport,JED,2024-06-04 11:50,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 566,30 in,145,104,One way
Cairo International Airport,CAI,2024-06-04 15:35,King Abdulaziz International Airport,JED,2024-06-04 18:00,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 584,30 in,145,104,One way
Cairo International Airport,CAI,2024-06-04 19:05,King Abdulaziz International Airport,JED,2024-06-04 21:30,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 570,30 in,145,104,One way
Cairo International Airport,CAI,2024-06-04 22:00,King Abdulaziz International Airport,JED,2024-06-05 00:25,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 572,30 in,145,104,One way
Cairo International Airport,CAI,2024-06-04 11:25,King Abdulaziz International Airport,JED,2024-06-04 13:45,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 475,28 in,140,104,One way
Cairo International Airport,CAI,2024-06-04 19:10,King Abdulaziz International Airport,JED,2024-06-04 21:30,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 479,28 in,140,104,One way
Cairo International Airport,CAI,2024-06-04 18:10,King Abdulaziz International Airport,JED,2024-06-04 20:35,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 578,30 in,145,112,One way
Cairo International Airport,CAI,2024-06-04 14:55,King Abdulaziz International Airport,JED,2024-06-04 17:05,130,Boeing 737,FlyEgypt,https://www.gstatic.com/flights/airline_logos/70px/FT.png,Economy,FT 371,,130,113,One way
Cairo International Airport,CAI,2024-06-04 09:45,King Abdulaziz International Airport,JED,2024-06-04 12:00,135,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 754,29 in,135,120,One way
Cairo International Airport,CAI,2024-06-04 06:00,King Abdulaziz International Airport,JED,2024-06-04 08:10,130,Airbus A320,Air Arabia Egypt,https://www.gstatic.com/flights/airline_logos/70px/E5.png,Economy,E5 327,30 in,130,128,One way
Cairo International Airport,CAI,2024-06-04 00:25,King Abdulaziz International Airport,JED,2024-06-04 02:40,135,Airbus A320,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 327,30 in,135,140,One way
Cairo International Airport,CAI,2024-06-04 06:15,King Abdulaziz International Airport,JED,2024-06-04 08:30,135,Airbus A320,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 227,28 in,135,140,One way
Cairo International Airport,CAI,2024-06-04 12:45,King Abdulaziz International Airport,JED,2024-06-04 15:00,135,Airbus A321,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 127,30 in,135,140,One way
Cairo International Airport,CAI,2024-06-04 00:55,King Abdulaziz International Airport,JED,2024-06-04 03:15,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 386,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-04 03:45,King Abdulaziz International Airport,JED,2024-06-04 06:05,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 308,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-04 15:10,King Abdulaziz International Airport,JED,2024-06-04 17:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 306,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-04 16:10,King Abdulaziz International Airport,JED,2024-06-04 18:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 330,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-04 17:50,King Abdulaziz International Airport,JED,2024-06-04 20:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 304,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-04 20:50,King Abdulaziz International Airport,JED,2024-06-04 23:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 302,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-04 23:05,King Abdulaziz International Airport,JED,2024-06-05 01:25,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 388,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-04 12:40,King Abdulaziz International Airport,JED,2024-06-04 15:00,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 300,32 in,140,190,One way
Cairo International Airport,CAI,2024-06-04 04:20,King Abdulaziz International Airport,JED,2024-06-04 06:35,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 9909,28 in,135,,One way
Cairo International Airport,CAI,2024-06-04 04:40,King Abdulaziz International Airport,JED,2024-06-04 07:10,150,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 9905,28 in,150,,One way
Cairo International Airport,CAI,2024-06-04 20:40,King Abdulaziz International Airport,JED,2024-06-04 22:55,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 176,28 in,135,,One way
Cairo International Airport,CAI,2024-06-05 06:50,King Abdulaziz International Airport,JED,2024-06-05 09:10,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 475,28 in,140,104,One way
Cairo International Airport,CAI,2024-06-05 09:25,King Abdulaziz International Airport,JED,2024-06-05 11:50,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 566,30 in,145,112,One way
Cairo International Airport,CAI,2024-06-05 06:00,King Abdulaziz International Airport,JED,2024-06-05 08:10,130,Airbus A320,Air Arabia Egypt,https://www.gstatic.com/flights/airline_logos/70px/E5.png,Economy,E5 327,30 in,130,123,One way
Cairo International Airport,CAI,2024-06-05 10:00,King Abdulaziz International Airport,JED,2024-06-05 12:00,120,Boeing 737,Alexandria Airlines,https://www.gstatic.com/flights/airline_logos/70px/DQ.png,Economy,DQ 301,32 in,120,,One way
Cairo International Airport,CAI,2024-06-05 11:35,King Abdulaziz International Airport,JED,2024-06-05 13:50,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 170,28 in,135,,One way
Cairo International Airport,CAI,2024-06-05 01:15,King Abdulaziz International Airport,JED,2024-06-05 03:40,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 568,30 in,145,112,One way
Cairo International Airport,CAI,2024-06-05 15:35,King Abdulaziz International Airport,JED,2024-06-05 18:00,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 584,30 in,145,112,One way
Cairo International Airport,CAI,2024-06-05 18:10,King Abdulaziz International Airport,JED,2024-06-05 20:35,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 578,30 in,145,112,One way
Cairo International Airport,CAI,2024-06-05 22:00,King Abdulaziz International Airport,JED,2024-06-06 00:25,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 572,30 in,145,120,One way
Cairo International Airport,CAI,2024-06-05 23:35,King Abdulaziz International Airport,JED,2024-06-06 01:45,130,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 764,29 in,130,120,One way
Cairo International Airport,CAI,2024-06-05 18:35,King Abdulaziz International Airport,JED,2024-06-05 20:40,125,Boeing 737,FlyEgypt,https://www.gstatic.com/flights/airline_logos/70px/FT.png,Economy,FT 371,,125,123,One way
Cairo International Airport,CAI,2024-06-05 19:05,King Abdulaziz International Airport,JED,2024-06-05 21:30,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 570,30 in,145,128,One way
Cairo International Airport,CAI,2024-06-05 04:00,King Abdulaziz International Airport,JED,2024-06-05 06:20,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 477,28 in,140,137,One way
Cairo International Airport,CAI,2024-06-05 05:40,King Abdulaziz International Airport,JED,2024-06-05 07:55,135,Airbus A321,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 227,30 in,135,150,One way
Cairo International Airport,CAI,2024-06-05 12:45,King Abdulaziz International Airport,JED,2024-06-05 15:00,135,Airbus A321,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 127,30 in,135,150,One way
Cairo International Airport,CAI,2024-06-05 03:45,King Abdulaziz International Airport,JED,2024-06-05 06:05,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 308,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-05 06:00,King Abdulaziz International Airport,JED,2024-06-05 08:20,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 382,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-05 15:10,King Abdulaziz International Airport,JED,2024-06-05 17:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 306,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-05 16:10,King Abdulaziz International Airport,JED,2024-06-05 18:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 330,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-05 17:50,King Abdulaziz International Airport,JED,2024-06-05 20:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 304,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-05 20:50,King Abdulaziz International Airport,JED,2024-06-05 23:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 302,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-05 23:05,King Abdulaziz International Airport,JED,2024-06-06 01:25,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 388,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-05 09:45,King Abdulaziz International Airport,JED,2024-06-05 12:00,135,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 754,29 in,135,174,One way
Cairo International Airport,CAI,2024-06-05 00:55,King Abdulaziz International Airport,JED,2024-06-05 03:15,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 386,32 in,140,190,One way
Cairo International Airport,CAI,2024-06-05 12:40,King Abdulaziz International Airport,JED,2024-06-05 15:00,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 300,32 in,140,190,One way
Cairo International Airport,CAI,2024-06-05 03:25,King Abdulaziz International Airport,JED,2024-06-05 05:40,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 9905,28 in,135,,One way
Cairo International Airport,CAI,2024-06-05 06:30,King Abdulaziz International Airport,JED,2024-06-05 08:45,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 174,28 in,135,,One way
Cairo International Airport,CAI,2024-06-05 18:55,King Abdulaziz International Airport,JED,2024-06-05 21:10,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 178,28 in,135,,One way
Cairo International Airport,CAI,2024-06-06 03:45,King Abdulaziz International Airport,JED,2024-06-06 06:05,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 477,28 in,140,104,One way
Cairo International Airport,CAI,2024-06-06 10:20,King Abdulaziz International Airport,JED,2024-06-06 12:40,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 475,28 in,140,104,One way
Cairo International Airport,CAI,2024-06-06 01:15,King Abdulaziz International Airport,JED,2024-06-06 03:40,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 568,30 in,145,112,One way
Cairo International Airport,CAI,2024-06-06 06:00,King Abdulaziz International Airport,JED,2024-06-06 08:10,130,Airbus A320,Air Arabia Egypt,https://www.gstatic.com/flights/airline_logos/70px/E5.png,Economy,E5 327,30 in,130,122,One way
Cairo International Airport,CAI,2024-06-06 11:35,King Abdulaziz International Airport,JED,2024-06-06 13:50,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 170,28 in,135,,One way
Cairo International Airport,CAI,2024-06-06 18:55,King Abdulaziz International Airport,JED,2024-06-06 21:15,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 479,28 in,140,104,One way
Cairo International Airport,CAI,2024-06-06 09:25,King Abdulaziz International Airport,JED,2024-06-06 11:50,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 566,30 in,145,120,One way
Cairo International Airport,CAI,2024-06-06 18:10,King Abdulaziz International Airport,JED,2024-06-06 20:35,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 578,30 in,145,128,One way
Cairo International Airport,CAI,2024-06-06 22:00,King Abdulaziz International Airport,JED,2024-06-07 00:25,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 572,30 in,145,128,One way
Cairo International Airport,CAI,2024-06-06 09:45,King Abdulaziz International Airport,JED,2024-06-06 12:00,135,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 754,29 in,135,147,One way
Cairo International Airport,CAI,2024-06-06 04:50,King Abdulaziz International Airport,JED,2024-06-06 07:05,135,Airbus A321,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 227,30 in,135,150,One way
Cairo International Airport,CAI,2024-06-06 12:45,King Abdulaziz International Airport,JED,2024-06-06 15:00,135,Airbus A320,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 127,30 in,135,150,One way
Cairo International Airport,CAI,2024-06-06 00:55,King Abdulaziz International Airport,JED,2024-06-06 03:15,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 386,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-06 03:45,King Abdulaziz International Airport,JED,2024-06-06 06:05,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 308,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-06 06:00,King Abdulaziz International Airport,JED,2024-06-06 08:20,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 382,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-06 15:10,King Abdulaziz International Airport,JED,2024-06-06 17:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 306,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-06 20:50,King Abdulaziz International Airport,JED,2024-06-06 23:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 302,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-06 23:05,King Abdulaziz International Airport,JED,2024-06-07 01:25,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 388,32 in,140,157,One way
Cairo International Airport,CAI,2024-06-06 19:05,King Abdulaziz International Airport,JED,2024-06-06 21:30,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 570,30 in,145,174,One way
Cairo International Airport,CAI,2024-06-06 15:35,King Abdulaziz International Airport,JED,2024-06-06 18:00,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 584,30 in,145,187,One way
Cairo International Airport,CAI,2024-06-06 23:35,King Abdulaziz International Airport,JED,2024-06-07 01:45,130,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 764,29 in,130,187,One way
