departure_airport_name,departure_airport_id,departure_time,arrival_airport_name,arrival_airport_id,arrival_time,duration,airplane,airline,airline_logo,travel_class,flight_number,legroom,total_duration,price,type
Cairo International Airport,CAI,2024-05-25 09:25,King Abdulaziz International Airport,JED,2024-05-25 11:50,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 566,30 in,145,104,One way
Cairo International Airport,CAI,2024-05-25 09:45,King Abdulaziz International Airport,JED,2024-05-25 12:00,135,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 754,29 in,135,112,One way
Cairo International Airport,CAI,2024-05-25 18:55,King Abdulaziz International Airport,JED,2024-05-25 21:05,130,Boeing 737,FlyEgypt,https://www.gstatic.com/flights/airline_logos/70px/FT.png,Economy,FT 377,,130,123,One way
Cairo International Airport,CAI,2024-05-25 04:20,King Abdulaziz International Airport,JED,2024-05-25 06:40,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 477,28 in,140,137,One way
Cairo International Airport,CAI,2024-05-25 08:00,King Abdulaziz International Airport,JED,2024-05-25 10:10,130,Airbus A320,Air Arabia Egypt,https://www.gstatic.com/flights/airline_logos/70px/E5.png,Economy,E5 327,30 in,130,139,One way
Cairo International Airport,CAI,2024-05-25 06:00,King Abdulaziz International Airport,JED,2024-05-25 08:15,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 170,28 in,135,,One way
Cairo International Airport,CAI,2024-05-25 01:15,King Abdulaziz International Airport,JED,2024-05-25 03:40,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 568,30 in,145,104,One way
Cairo International Airport,CAI,2024-05-25 15:35,King Abdulaziz International Airport,JED,2024-05-25 18:00,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 584,30 in,145,104,One way
Cairo International Airport,CAI,2024-05-25 21:15,King Abdulaziz International Airport,JED,2024-05-26 00:00,165,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 762,29 in,165,112,One way
Cairo International Airport,CAI,2024-05-25 18:10,King Abdulaziz International Airport,JED,2024-05-25 20:35,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 578,30 in,145,112,One way
Cairo International Airport,CAI,2024-05-25 19:05,King Abdulaziz International Airport,JED,2024-05-25 21:30,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 570,30 in,145,112,One way
Cairo International Airport,CAI,2024-05-25 22:00,King Abdulaziz International Airport,JED,2024-05-26 00:25,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 572,30 in,145,128,One way
Cairo International Airport,CAI,2024-05-25 11:15,King Abdulaziz International Airport,JED,2024-05-25 13:35,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 475,28 in,140,148,One way
Cairo International Airport,CAI,2024-05-25 00:55,King Abdulaziz International Airport,JED,2024-05-25 03:15,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 386,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-25 16:10,King Abdulaziz International Airport,JED,2024-05-25 18:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 330,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-25 17:50,King Abdulaziz International Airport,JED,2024-05-25 20:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 304,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-25 03:45,King Abdulaziz International Airport,JED,2024-05-25 06:05,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 308,32 in,140,221,One way
Cairo International Airport,CAI,2024-05-25 12:40,King Abdulaziz International Airport,JED,2024-05-25 15:00,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 300,32 in,140,221,One way
Cairo International Airport,CAI,2024-05-25 15:10,King Abdulaziz International Airport,JED,2024-05-25 17:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 306,32 in,140,221,One way
Cairo International Airport,CAI,2024-05-25 20:50,King Abdulaziz International Airport,JED,2024-05-25 23:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 302,32 in,140,237,One way
Cairo International Airport,CAI,2024-05-25 02:35,King Abdulaziz International Airport,JED,2024-05-25 04:45,130,Airbus A330,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Business Class,MS 665,,130,354,One way
Cairo International Airport,CAI,2024-05-25 01:55,King Abdulaziz International Airport,JED,2024-05-25 04:05,130,Airbus A330,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 673,32 in,130,464,One way
Cairo International Airport,CAI,2024-05-25 15:20,King Abdulaziz International Airport,JED,2024-05-25 17:30,130,Airbus A330,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 671,31 in,130,464,One way
Cairo International Airport,CAI,2024-05-25 09:45,King Abdulaziz International Airport,JED,2024-05-25 11:55,130,Boeing 737,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 667,31 in,130,545,One way
Cairo International Airport,CAI,2024-05-25 19:50,King Abdulaziz International Airport,JED,2024-05-25 22:00,130,Boeing 737,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 669,31 in,130,545,One way
Cairo International Airport,CAI,2024-05-25 18:20,King Abdulaziz International Airport,JED,2024-05-25 20:40,140,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 172,28 in,140,,One way
Cairo International Airport,CAI,2024-05-26 09:25,King Abdulaziz International Airport,JED,2024-05-26 11:50,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 566,30 in,145,99,One way
Cairo International Airport,CAI,2024-05-26 09:45,King Abdulaziz International Airport,JED,2024-05-26 12:00,135,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 754,29 in,135,99,One way
Cairo International Airport,CAI,2024-05-26 12:45,King Abdulaziz International Airport,JED,2024-05-26 15:00,135,Airbus A321,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 127,30 in,135,104,One way
Cairo International Airport,CAI,2024-05-26 04:20,King Abdulaziz International Airport,JED,2024-05-26 06:40,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 477,28 in,140,104,One way
Cairo International Airport,CAI,2024-05-26 03:50,King Abdulaziz International Airport,JED,2024-05-26 06:00,130,Boeing 737,FlyEgypt,https://www.gstatic.com/flights/airline_logos/70px/FT.png,Economy,FT 375,,130,113,One way
Cairo International Airport,CAI,2024-05-26 13:00,King Abdulaziz International Airport,JED,2024-05-26 15:15,135,Boeing 737,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 174,30 in,135,,One way
Cairo International Airport,CAI,2024-05-26 15:15,King Abdulaziz International Airport,JED,2024-05-26 17:15,120,Boeing 737,Alexandria Airlines,https://www.gstatic.com/flights/airline_logos/70px/DQ.png,Economy,DQ 301,32 in,120,,One way
Cairo International Airport,CAI,2024-05-26 15:35,King Abdulaziz International Airport,JED,2024-05-26 18:00,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 584,30 in,145,99,One way
Cairo International Airport,CAI,2024-05-26 18:10,King Abdulaziz International Airport,JED,2024-05-26 20:35,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 578,30 in,145,99,One way
Cairo International Airport,CAI,2024-05-26 19:05,King Abdulaziz International Airport,JED,2024-05-26 21:30,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 570,30 in,145,99,One way
Cairo International Airport,CAI,2024-05-26 22:00,King Abdulaziz International Airport,JED,2024-05-27 00:25,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 572,30 in,145,99,One way
Cairo International Airport,CAI,2024-05-26 14:10,King Abdulaziz International Airport,JED,2024-05-26 16:30,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 475,28 in,140,104,One way
Cairo International Airport,CAI,2024-05-26 20:05,King Abdulaziz International Airport,JED,2024-05-26 22:25,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 479,28 in,140,104,One way
Cairo International Airport,CAI,2024-05-26 01:15,King Abdulaziz International Airport,JED,2024-05-26 03:40,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 568,30 in,145,112,One way
Cairo International Airport,CAI,2024-05-26 21:15,King Abdulaziz International Airport,JED,2024-05-27 00:00,165,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 762,29 in,165,112,One way
Cairo International Airport,CAI,2024-05-26 15:30,King Abdulaziz International Airport,JED,2024-05-26 17:40,130,Boeing 737,FlyEgypt,https://www.gstatic.com/flights/airline_logos/70px/FT.png,Economy,FT 377,,130,113,One way
Cairo International Airport,CAI,2024-05-26 06:00,King Abdulaziz International Airport,JED,2024-05-26 08:10,130,Airbus A320,Air Arabia Egypt,https://www.gstatic.com/flights/airline_logos/70px/E5.png,Economy,E5 327,30 in,130,140,One way
Cairo International Airport,CAI,2024-05-26 00:30,King Abdulaziz International Airport,JED,2024-05-26 02:40,130,Boeing 737,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 663,31 in,130,145,One way
Cairo International Airport,CAI,2024-05-26 08:00,King Abdulaziz International Airport,JED,2024-05-26 10:10,130,Airbus A330,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 661,31 in,130,145,One way
Cairo International Airport,CAI,2024-05-26 15:20,King Abdulaziz International Airport,JED,2024-05-26 17:30,130,Airbus A330,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 671,31 in,130,145,One way
Cairo International Airport,CAI,2024-05-26 05:20,King Abdulaziz International Airport,JED,2024-05-26 07:30,130,Airbus A320neo,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 645,30 in,130,146,One way
Cairo International Airport,CAI,2024-05-26 19:50,King Abdulaziz International Airport,JED,2024-05-26 22:00,130,Boeing 737,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 669,31 in,130,170,One way
Cairo International Airport,CAI,2024-05-26 03:45,King Abdulaziz International Airport,JED,2024-05-26 06:05,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 308,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-26 12:40,King Abdulaziz International Airport,JED,2024-05-26 15:00,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 300,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-26 15:10,King Abdulaziz International Airport,JED,2024-05-26 17:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 306,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-26 16:10,King Abdulaziz International Airport,JED,2024-05-26 18:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 330,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-26 17:50,King Abdulaziz International Airport,JED,2024-05-26 20:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 304,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-26 20:50,King Abdulaziz International Airport,JED,2024-05-26 23:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 302,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-26 00:55,King Abdulaziz International Airport,JED,2024-05-26 03:15,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 386,32 in,140,276,One way
Cairo International Airport,CAI,2024-05-26 18:25,King Abdulaziz International Airport,JED,2024-05-26 20:40,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 172,28 in,135,,One way
Cairo International Airport,CAI,2024-05-26 20:20,King Abdulaziz International Airport,JED,2024-05-26 22:35,135,Boeing 737,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 170,30 in,135,,One way
Cairo International Airport,CAI,2024-05-27 09:25,King Abdulaziz International Airport,JED,2024-05-27 11:50,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 566,30 in,145,94,One way
Cairo International Airport,CAI,2024-05-27 13:45,King Abdulaziz International Airport,JED,2024-05-27 16:00,135,Airbus A320,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 127,30 in,135,104,One way
Cairo International Airport,CAI,2024-05-27 04:00,King Abdulaziz International Airport,JED,2024-05-27 06:20,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 477,28 in,140,104,One way
Cairo International Airport,CAI,2024-05-27 06:45,King Abdulaziz International Airport,JED,2024-05-27 09:00,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 170,28 in,135,,One way
Cairo International Airport,CAI,2024-05-27 01:15,King Abdulaziz International Airport,JED,2024-05-27 03:40,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 568,30 in,145,94,One way
Cairo International Airport,CAI,2024-05-27 15:35,King Abdulaziz International Airport,JED,2024-05-27 18:00,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 584,30 in,145,99,One way
Cairo International Airport,CAI,2024-05-27 18:10,King Abdulaziz International Airport,JED,2024-05-27 20:35,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 578,30 in,145,99,One way
Cairo International Airport,CAI,2024-05-27 19:05,King Abdulaziz International Airport,JED,2024-05-27 21:30,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 570,30 in,145,99,One way
Cairo International Airport,CAI,2024-05-27 22:00,King Abdulaziz International Airport,JED,2024-05-28 00:25,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 572,30 in,145,99,One way
Cairo International Airport,CAI,2024-05-27 09:45,King Abdulaziz International Airport,JED,2024-05-27 12:00,135,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 754,29 in,135,104,One way
Cairo International Airport,CAI,2024-05-27 21:15,King Abdulaziz International Airport,JED,2024-05-28 00:00,165,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 762,29 in,165,104,One way
Cairo International Airport,CAI,2024-05-27 10:20,King Abdulaziz International Airport,JED,2024-05-27 12:40,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 475,28 in,140,104,One way
Cairo International Airport,CAI,2024-05-27 18:55,King Abdulaziz International Airport,JED,2024-05-27 21:15,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 479,28 in,140,104,One way
Cairo International Airport,CAI,2024-05-27 06:00,King Abdulaziz International Airport,JED,2024-05-27 08:10,130,Airbus A320,Air Arabia Egypt,https://www.gstatic.com/flights/airline_logos/70px/E5.png,Economy,E5 327,30 in,130,109,One way
Cairo International Airport,CAI,2024-05-27 15:00,King Abdulaziz International Airport,JED,2024-05-27 17:10,130,Boeing 737,FlyEgypt,https://www.gstatic.com/flights/airline_logos/70px/FT.png,Economy,FT 371,,130,113,One way
Cairo International Airport,CAI,2024-05-27 00:30,King Abdulaziz International Airport,JED,2024-05-27 02:40,130,Boeing 737,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 663,31 in,130,145,One way
Cairo International Airport,CAI,2024-05-27 08:00,King Abdulaziz International Airport,JED,2024-05-27 10:10,130,Airbus A330,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 661,31 in,130,145,One way
Cairo International Airport,CAI,2024-05-27 15:20,King Abdulaziz International Airport,JED,2024-05-27 17:30,130,Airbus A330,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 671,31 in,130,145,One way
Cairo International Airport,CAI,2024-05-27 19:50,King Abdulaziz International Airport,JED,2024-05-27 22:00,130,Boeing 737,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 669,31 in,130,145,One way
Cairo International Airport,CAI,2024-05-27 21:20,King Abdulaziz International Airport,JED,2024-05-27 23:30,130,Boeing 737,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 643,32 in,130,145,One way
Cairo International Airport,CAI,2024-05-27 15:10,King Abdulaziz International Airport,JED,2024-05-27 17:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 306,32 in,140,176,One way
Cairo International Airport,CAI,2024-05-27 16:10,King Abdulaziz International Airport,JED,2024-05-27 18:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 330,32 in,140,176,One way
Cairo International Airport,CAI,2024-05-27 17:50,King Abdulaziz International Airport,JED,2024-05-27 20:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 304,32 in,140,176,One way
Cairo International Airport,CAI,2024-05-27 20:50,King Abdulaziz International Airport,JED,2024-05-27 23:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 302,32 in,140,176,One way
Cairo International Airport,CAI,2024-05-27 00:55,King Abdulaziz International Airport,JED,2024-05-27 03:15,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 386,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-27 03:45,King Abdulaziz International Airport,JED,2024-05-27 06:05,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 308,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-27 12:40,King Abdulaziz International Airport,JED,2024-05-27 15:00,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 300,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-27 03:25,King Abdulaziz International Airport,JED,2024-05-27 05:40,135,Boeing 737,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 9905,30 in,135,,One way
Cairo International Airport,CAI,2024-05-28 09:25,King Abdulaziz International Airport,JED,2024-05-28 11:50,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 566,30 in,145,94,One way
Cairo International Airport,CAI,2024-05-28 09:45,King Abdulaziz International Airport,JED,2024-05-28 12:00,135,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 754,29 in,135,99,One way
Cairo International Airport,CAI,2024-05-28 04:20,King Abdulaziz International Airport,JED,2024-05-28 06:40,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 477,28 in,140,104,One way
Cairo International Airport,CAI,2024-05-28 06:00,King Abdulaziz International Airport,JED,2024-05-28 08:10,130,Airbus A320,Air Arabia Egypt,https://www.gstatic.com/flights/airline_logos/70px/E5.png,Economy,E5 327,30 in,130,106,One way
Cairo International Airport,CAI,2024-05-28 15:20,King Abdulaziz International Airport,JED,2024-05-28 17:30,130,Airbus A330,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 671,31 in,130,109,One way
Cairo International Airport,CAI,2024-05-28 14:05,King Abdulaziz International Airport,JED,2024-05-28 16:20,135,Boeing 737,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 170,30 in,135,,One way
Cairo International Airport,CAI,2024-05-28 01:15,King Abdulaziz International Airport,JED,2024-05-28 03:40,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 568,30 in,145,94,One way
Cairo International Airport,CAI,2024-05-28 15:35,King Abdulaziz International Airport,JED,2024-05-28 18:00,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 584,30 in,145,94,One way
Cairo International Airport,CAI,2024-05-28 19:05,King Abdulaziz International Airport,JED,2024-05-28 21:30,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 570,30 in,145,94,One way
Cairo International Airport,CAI,2024-05-28 22:00,King Abdulaziz International Airport,JED,2024-05-29 00:25,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 572,30 in,145,94,One way
Cairo International Airport,CAI,2024-05-28 18:10,King Abdulaziz International Airport,JED,2024-05-28 20:35,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 578,30 in,145,99,One way
Cairo International Airport,CAI,2024-05-28 11:25,King Abdulaziz International Airport,JED,2024-05-28 13:45,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 475,28 in,140,104,One way
Cairo International Airport,CAI,2024-05-28 19:10,King Abdulaziz International Airport,JED,2024-05-28 21:30,140,Airbus A320,Air Cairo,https://www.gstatic.com/flights/airline_logos/70px/SM.png,Economy,SM 479,28 in,140,104,One way
Cairo International Airport,CAI,2024-05-28 21:15,King Abdulaziz International Airport,JED,2024-05-29 00:00,165,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 762,29 in,165,112,One way
Cairo International Airport,CAI,2024-05-28 14:55,King Abdulaziz International Airport,JED,2024-05-28 17:05,130,Boeing 737,FlyEgypt,https://www.gstatic.com/flights/airline_logos/70px/FT.png,Economy,FT 371,,130,113,One way
Cairo International Airport,CAI,2024-05-28 06:15,King Abdulaziz International Airport,JED,2024-05-28 08:30,135,Airbus A321,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 227,30 in,135,116,One way
Cairo International Airport,CAI,2024-05-28 12:45,King Abdulaziz International Airport,JED,2024-05-28 15:00,135,Airbus A321,Nile Air,https://www.gstatic.com/flights/airline_logos/70px/NP.png,Economy,NP 127,30 in,135,116,One way
Cairo International Airport,CAI,2024-05-28 02:35,King Abdulaziz International Airport,JED,2024-05-28 04:45,130,Boeing 737,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 665,31 in,130,145,One way
Cairo International Airport,CAI,2024-05-28 19:50,King Abdulaziz International Airport,JED,2024-05-28 22:00,130,Boeing 737,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 669,31 in,130,145,One way
Cairo International Airport,CAI,2024-05-28 00:55,King Abdulaziz International Airport,JED,2024-05-28 03:15,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 386,32 in,140,166,One way
Cairo International Airport,CAI,2024-05-28 03:45,King Abdulaziz International Airport,JED,2024-05-28 06:05,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 308,32 in,140,166,One way
Cairo International Airport,CAI,2024-05-28 12:40,King Abdulaziz International Airport,JED,2024-05-28 15:00,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 300,32 in,140,166,One way
Cairo International Airport,CAI,2024-05-28 16:10,King Abdulaziz International Airport,JED,2024-05-28 18:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 330,32 in,140,166,One way
Cairo International Airport,CAI,2024-05-28 17:50,King Abdulaziz International Airport,JED,2024-05-28 20:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 304,32 in,140,166,One way
Cairo International Airport,CAI,2024-05-28 20:50,King Abdulaziz International Airport,JED,2024-05-28 23:10,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 302,32 in,140,166,One way
Cairo International Airport,CAI,2024-05-28 15:10,King Abdulaziz International Airport,JED,2024-05-28 17:30,140,Airbus A330,Saudia,https://www.gstatic.com/flights/airline_logos/70px/SV.png,Economy,SV 306,32 in,140,190,One way
Cairo International Airport,CAI,2024-05-28 08:00,King Abdulaziz International Airport,JED,2024-05-28 10:10,130,Airbus A330,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Business Class,MS 661,,130,354,One way
Cairo International Airport,CAI,2024-05-28 04:20,King Abdulaziz International Airport,JED,2024-05-28 06:35,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 9909,28 in,135,,One way
Cairo International Airport,CAI,2024-05-29 21:15,King Abdulaziz International Airport,JED,2024-05-30 00:00,165,Airbus A320,Flyadeal,https://www.gstatic.com/flights/airline_logos/70px/F3.png,Economy,F3 762,29 in,165,80,One way
Cairo International Airport,CAI,2024-05-29 09:25,King Abdulaziz International Airport,JED,2024-05-29 11:50,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 566,30 in,145,94,One way
Cairo International Airport,CAI,2024-05-29 08:00,King Abdulaziz International Airport,JED,2024-05-29 10:10,130,Boeing 737,EgyptAir,https://www.gstatic.com/flights/airline_logos/70px/MS.png,Economy,MS 661,31 in,130,104,One way
Cairo International Airport,CAI,2024-05-29 10:00,King Abdulaziz International Airport,JED,2024-05-29 12:00,120,Boeing 737,Alexandria Airlines,https://www.gstatic.com/flights/airline_logos/70px/DQ.png,Economy,DQ 301,32 in,120,,One way
Cairo International Airport,CAI,2024-05-29 11:35,King Abdulaziz International Airport,JED,2024-05-29 13:50,135,Airbus A320,Nesma Airlines,https://www.gstatic.com/flights/airline_logos/70px/NE.png,Economy,NE 170,28 in,135,,One way
Cairo International Airport,CAI,2024-05-29 15:35,King Abdulaziz International Airport,JED,2024-05-29 18:00,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 584,30 in,145,94,One way
Cairo International Airport,CAI,2024-05-29 18:10,King Abdulaziz International Airport,JED,2024-05-29 20:35,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 578,30 in,145,94,One way
Cairo International Airport,CAI,2024-05-29 19:05,King Abdulaziz International Airport,JED,2024-05-29 21:30,145,Airbus A320neo,Flynas,https://www.gstatic.com/flights/airline_logos/70px/XY.png,Economy,XY 570,30 in,145,94,One way
