Departure datetime,Arrival datetime,Origin,Destination,Airline(s),Travel Time,Price ($),Num Stops,Layover,Access Date,CO2 Emission (kg),Emission Diff (%)
2024-06-11 11:25:00,2024-06-11 13:45:00,CAI,JED,Air Cairo,2 hr 20 min,136.0,0,,2024-05-27,115.0,0.0
2024-06-11 15:20:00,2024-06-11 17:30:00,CAI,JED,EgyptAir,2 hr 10 min,143.0,0,,2024-05-27,142.0,23.0
2024-06-11 19:50:00,2024-06-11 22:00:00,CAI,JED,EgyptAir,2 hr 10 min,143.0,0,,2024-05-27,139.0,21.0
2024-06-11 21:20:00,2024-06-11 23:30:00,CAI,JED,EgyptAir,2 hr 10 min,143.0,0,,2024-05-27,134.0,17.0
2024-06-11 06:15:00,2024-06-11 08:30:00,CAI,JED,Nile Air,2 hr 15 min,145.0,0,,2024-05-27,122.0,6.0
2024-06-11 12:45:00,2024-06-11 15:00:00,CAI,JED,Nile Air,2 hr 15 min,145.0,0,,2024-05-27,122.0,6.0
2024-06-11 17:00:00,2024-06-11 19:15:00,CAI,JED,Nile Air,2 hr 15 min,150.0,0,,2024-05-27,121.0,0.0
2024-06-11 00:25:00,2024-06-11 02:40:00,CAI,JED,Nile Air,2 hr 15 min,155.0,0,,2024-05-27,121.0,0.0
2024-06-11 14:30:00,2024-06-11 16:45:00,CAI,JED,Nile Air,2 hr 15 min,155.0,0,,2024-05-27,110.0,0.0
2024-06-11 19:10:00,2024-06-11 21:30:00,CAI,JED,Air Cairo,2 hr 20 min,179.0,0,,2024-05-27,115.0,0.0
2024-06-11 08:00:00,2024-06-11 10:10:00,CAI,JED,EgyptAir,2 hr 10 min,187.0,0,,2024-05-27,142.0,23.0
2024-06-11 00:55:00,2024-06-11 03:15:00,CAI,JED,Saudia,2 hr 20 min,311.0,0,,2024-05-27,115.0,0.0
2024-06-11 03:45:00,2024-06-11 06:05:00,CAI,JED,Saudia,2 hr 20 min,311.0,0,,2024-05-27,115.0,0.0
2024-06-11 06:00:00,2024-06-11 08:20:00,CAI,JED,Saudia,2 hr 20 min,311.0,0,,2024-05-27,115.0,0.0
2024-06-11 15:10:00,2024-06-11 17:30:00,CAI,JED,Saudia,2 hr 20 min,311.0,0,,2024-05-27,115.0,0.0
2024-06-11 16:10:00,2024-06-11 18:30:00,CAI,JED,Saudia,2 hr 20 min,311.0,0,,2024-05-27,115.0,0.0
2024-06-11 17:50:00,2024-06-11 20:10:00,CAI,JED,Saudia,2 hr 20 min,311.0,0,,2024-05-27,115.0,0.0
2024-06-11 20:50:00,2024-06-11 23:10:00,CAI,JED,Saudia,2 hr 20 min,311.0,0,,2024-05-27,118.0,0.0
2024-06-11 23:05:00,2024-06-12 01:20:00,CAI,JED,Saudia,2 hr 15 min,311.0,0,,2024-05-27,115.0,0.0
2024-06-11 12:40:00,2024-06-11 15:00:00,CAI,JED,Saudia,2 hr 20 min,358.0,0,,2024-05-27,118.0,0.0
2024-06-11 04:20:00,2024-06-11 06:35:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-11 04:40:00,2024-06-11 07:10:00,CAI,JED,Price unavailable,2 hr 30 min,,0,,2024-05-27,114.0,0.0
2024-06-12 09:25:00,2024-06-12 11:50:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-12 15:10:00,2024-06-12 17:20:00,CAI,JED,FlyEgypt,2 hr 10 min,113.0,0,,2024-05-27,,
2024-06-12 09:45:00,2024-06-12 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,120.0,0,,2024-05-27,110.0,0.0
2024-06-12 10:00:00,2024-06-12 12:00:00,CAI,JED,Price unavailable,2 hr,,0,,2024-05-27,163.0,42.0
2024-06-12 11:35:00,2024-06-12 13:50:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-12 01:15:00,2024-06-12 03:40:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-12 22:00:00,2024-06-13 00:25:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-12 00:35:00,2024-06-12 02:45:00,CAI,JED,FlyEgypt,2 hr 10 min,113.0,0,,2024-05-27,,
2024-06-12 18:35:00,2024-06-12 20:40:00,CAI,JED,FlyEgypt,2 hr 5 min,113.0,0,,2024-05-27,117.0,0.0
2024-06-12 06:50:00,2024-06-12 09:10:00,CAI,JED,Air Cairo,2 hr 20 min,118.0,0,,2024-05-27,113.0,0.0
2024-06-12 15:35:00,2024-06-12 18:00:00,CAI,JED,Flynas,2 hr 25 min,120.0,0,,2024-05-27,97.0,-16.0
2024-06-12 18:10:00,2024-06-12 20:35:00,CAI,JED,Flynas,2 hr 25 min,120.0,0,,2024-05-27,97.0,-16.0
2024-06-12 19:05:00,2024-06-12 21:30:00,CAI,JED,Flynas,2 hr 25 min,120.0,0,,2024-05-27,97.0,-16.0
2024-06-12 23:35:00,2024-06-13 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,120.0,0,,2024-05-27,110.0,0.0
2024-06-12 04:00:00,2024-06-12 06:20:00,CAI,JED,Air Cairo,2 hr 20 min,127.0,0,,2024-05-27,115.0,0.0
2024-06-12 06:00:00,2024-06-12 08:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,129.0,0,,2024-05-27,117.0,0.0
2024-06-12 00:30:00,2024-06-12 02:40:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-12 02:35:00,2024-06-12 04:45:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,114.0,0.0
2024-06-12 08:00:00,2024-06-12 10:10:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-12 15:20:00,2024-06-12 17:30:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-12 19:50:00,2024-06-12 22:00:00,CAI,JED,EgyptAir,2 hr 10 min,143.0,0,,2024-05-27,139.0,21.0
2024-06-12 21:20:00,2024-06-12 23:30:00,CAI,JED,EgyptAir,2 hr 10 min,143.0,0,,2024-05-27,134.0,17.0
2024-06-12 05:40:00,2024-06-12 07:55:00,CAI,JED,Nile Air,2 hr 15 min,145.0,0,,2024-05-27,122.0,6.0
2024-06-12 20:40:00,2024-06-12 22:55:00,CAI,JED,Nile Air,2 hr 15 min,155.0,0,,2024-05-27,122.0,6.0
2024-06-12 12:45:00,2024-06-12 15:00:00,CAI,JED,Nile Air,2 hr 15 min,160.0,0,,2024-05-27,122.0,6.0
2024-06-12 00:55:00,2024-06-12 03:15:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-12 03:45:00,2024-06-12 06:05:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-12 06:15:00,2024-06-12 08:35:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-12 12:40:00,2024-06-12 15:00:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-12 15:10:00,2024-06-12 17:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-12 16:10:00,2024-06-12 18:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-12 17:50:00,2024-06-12 20:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,118.0,0.0
2024-06-12 20:50:00,2024-06-12 23:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,118.0,0.0
2024-06-12 23:05:00,2024-06-13 01:25:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-12 03:25:00,2024-06-12 05:40:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-12 06:30:00,2024-06-12 08:45:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-13 06:00:00,2024-06-13 08:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,103.0,0,,2024-05-27,117.0,0.0
2024-06-13 10:20:00,2024-06-13 12:40:00,CAI,JED,Air Cairo,2 hr 20 min,111.0,0,,2024-05-27,113.0,0.0
2024-06-13 01:15:00,2024-06-13 03:40:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-13 14:35:00,2024-06-13 16:45:00,CAI,JED,FlyEgypt,2 hr 10 min,113.0,0,,2024-05-27,,
2024-06-13 09:45:00,2024-06-13 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,120.0,0,,2024-05-27,110.0,0.0
2024-06-13 11:35:00,2024-06-13 13:50:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-13 18:10:00,2024-06-13 20:35:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-13 19:05:00,2024-06-13 21:30:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
2024-06-13 03:45:00,2024-06-13 06:05:00,CAI,JED,Air Cairo,2 hr 20 min,118.0,0,,2024-05-27,113.0,0.0
2024-06-13 18:55:00,2024-06-13 21:15:00,CAI,JED,Air Cairo,2 hr 20 min,118.0,0,,2024-05-27,113.0,0.0
2024-06-13 09:25:00,2024-06-13 11:50:00,CAI,JED,Flynas,2 hr 25 min,120.0,0,,2024-05-27,97.0,-16.0
2024-06-13 15:35:00,2024-06-13 18:00:00,CAI,JED,Flynas,2 hr 25 min,120.0,0,,2024-05-27,97.0,-16.0
2024-06-13 22:00:00,2024-06-14 00:25:00,CAI,JED,Flynas,2 hr 25 min,120.0,0,,2024-05-27,97.0,-16.0
2024-06-13 23:35:00,2024-06-14 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,128.0,0,,2024-05-27,110.0,0.0
2024-06-13 00:30:00,2024-06-13 02:40:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-13 02:35:00,2024-06-13 04:45:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,114.0,0.0
2024-06-13 08:00:00,2024-06-13 10:10:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-13 11:15:00,2024-06-13 13:25:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,139.0,21.0
2024-06-13 15:20:00,2024-06-13 17:30:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-13 21:20:00,2024-06-13 23:30:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,139.0,21.0
2024-06-13 04:50:00,2024-06-13 07:05:00,CAI,JED,Nile Air,2 hr 15 min,145.0,0,,2024-05-27,122.0,6.0
2024-06-13 19:50:00,2024-06-13 22:00:00,CAI,JED,EgyptAir,2 hr 10 min,152.0,0,,2024-05-27,139.0,21.0
2024-06-13 12:45:00,2024-06-13 15:00:00,CAI,JED,Nile Air,2 hr 15 min,160.0,0,,2024-05-27,122.0,6.0
2024-06-13 00:55:00,2024-06-13 03:15:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-13 03:45:00,2024-06-13 06:05:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-13 06:00:00,2024-06-13 08:20:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-13 12:40:00,2024-06-13 15:00:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-13 15:10:00,2024-06-13 17:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-13 16:10:00,2024-06-13 18:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-13 17:50:00,2024-06-13 20:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-13 20:50:00,2024-06-13 23:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,118.0,0.0
2024-06-13 23:05:00,2024-06-14 01:25:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-13 04:05:00,2024-06-13 06:20:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,134.0,17.0
2024-06-14 09:45:00,2024-06-14 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,70.0,0,,2024-05-27,110.0,0.0
2024-06-14 23:35:00,2024-06-15 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,70.0,0,,2024-05-27,110.0,0.0
2024-06-14 09:25:00,2024-06-14 11:50:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-14 12:45:00,2024-06-14 15:00:00,CAI,JED,Nile Air,2 hr 15 min,91.0,0,,2024-05-27,,
2024-06-14 09:15:00,2024-06-14 11:30:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,134.0,17.0
2024-06-14 21:15:00,2024-06-15 00:00:00,CAI,JED,Flyadeal,2 hr 45 min,70.0,0,,2024-05-27,110.0,0.0
2024-06-14 19:05:00,2024-06-14 21:30:00,CAI,JED,Flynas,2 hr 25 min,94.0,0,,2024-05-27,97.0,-16.0
2024-06-14 22:00:00,2024-06-15 00:25:00,CAI,JED,Flynas,2 hr 25 min,94.0,0,,2024-05-27,97.0,-16.0
2024-06-14 15:35:00,2024-06-14 18:00:00,CAI,JED,Flynas,2 hr 25 min,99.0,0,,2024-05-27,97.0,-16.0
2024-06-14 18:10:00,2024-06-14 20:35:00,CAI,JED,Flynas,2 hr 25 min,99.0,0,,2024-05-27,97.0,-16.0
2024-06-14 06:00:00,2024-06-14 08:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,103.0,0,,2024-05-27,117.0,0.0
2024-06-14 04:20:00,2024-06-14 06:40:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-14 10:20:00,2024-06-14 12:40:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-14 20:10:00,2024-06-14 22:30:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-14 01:15:00,2024-06-14 03:40:00,CAI,JED,Flynas,2 hr 25 min,104.0,0,,2024-05-27,97.0,-16.0
2024-06-14 17:45:00,2024-06-14 19:55:00,CAI,JED,FlyEgypt,2 hr 10 min,113.0,0,,2024-05-27,117.0,0.0
2024-06-14 05:40:00,2024-06-14 07:55:00,CAI,JED,Nile Air,2 hr 15 min,116.0,0,,2024-05-27,122.0,6.0
2024-06-14 00:30:00,2024-06-14 02:40:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-14 02:35:00,2024-06-14 04:45:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-14 08:00:00,2024-06-14 10:10:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-14 15:20:00,2024-06-14 17:30:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-14 19:50:00,2024-06-14 22:00:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,139.0,21.0
2024-06-14 21:20:00,2024-06-14 23:30:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,139.0,21.0
2024-06-14 00:55:00,2024-06-14 03:15:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-14 03:45:00,2024-06-14 06:05:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-14 06:00:00,2024-06-14 08:20:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-14 12:40:00,2024-06-14 15:00:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-14 15:10:00,2024-06-14 17:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-14 16:10:00,2024-06-14 18:30:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-14 17:50:00,2024-06-14 20:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-14 20:50:00,2024-06-14 23:10:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-14 23:05:00,2024-06-15 01:25:00,CAI,JED,Saudia,2 hr 20 min,277.0,0,,2024-05-27,115.0,0.0
2024-06-14 03:25:00,2024-06-14 05:40:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-14 18:25:00,2024-06-14 20:40:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-15 09:45:00,2024-06-15 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,70.0,0,,2024-05-27,110.0,0.0
2024-06-15 09:25:00,2024-06-15 11:50:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-15 05:40:00,2024-06-15 07:55:00,CAI,JED,Nile Air,2 hr 15 min,91.0,0,,2024-05-27,,
2024-06-15 18:25:00,2024-06-15 20:40:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-15 01:15:00,2024-06-15 03:40:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-15 18:10:00,2024-06-15 20:35:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-15 19:05:00,2024-06-15 21:30:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-15 22:00:00,2024-06-16 00:25:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-15 18:55:00,2024-06-15 21:05:00,CAI,JED,FlyEgypt,2 hr 10 min,97.0,0,,2024-05-27,117.0,0.0
2024-06-15 15:35:00,2024-06-15 18:00:00,CAI,JED,Flynas,2 hr 25 min,99.0,0,,2024-05-27,97.0,-16.0
2024-06-15 08:00:00,2024-06-15 10:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,103.0,0,,2024-05-27,117.0,0.0
2024-06-15 04:20:00,2024-06-15 06:40:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-15 11:15:00,2024-06-15 13:35:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-15 23:35:00,2024-06-16 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,120.0,0,,2024-05-27,110.0,0.0
2024-06-15 00:30:00,2024-06-15 02:40:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-15 02:35:00,2024-06-15 04:45:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-15 08:00:00,2024-06-15 10:10:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-15 09:45:00,2024-06-15 11:55:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,139.0,21.0
2024-06-15 15:20:00,2024-06-15 17:30:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-15 19:50:00,2024-06-15 22:00:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,139.0,21.0
2024-06-15 21:20:00,2024-06-15 23:30:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,139.0,21.0
2024-06-15 00:55:00,2024-06-15 03:15:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-15 03:45:00,2024-06-15 06:05:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-15 06:00:00,2024-06-15 08:20:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-15 12:40:00,2024-06-15 15:00:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-15 15:10:00,2024-06-15 17:30:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-15 16:10:00,2024-06-15 18:30:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-15 17:50:00,2024-06-15 20:10:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-15 20:50:00,2024-06-15 23:10:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-15 23:05:00,2024-06-16 01:25:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-15 03:25:00,2024-06-15 05:40:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-16 09:25:00,2024-06-16 11:50:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-16 12:45:00,2024-06-16 15:00:00,CAI,JED,Nile Air,2 hr 15 min,91.0,0,,2024-05-27,,
2024-06-16 15:30:00,2024-06-16 17:40:00,CAI,JED,FlyEgypt,2 hr 10 min,97.0,0,,2024-05-27,117.0,0.0
2024-06-16 13:00:00,2024-06-16 15:15:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,134.0,17.0
2024-06-16 15:15:00,2024-06-16 17:15:00,CAI,JED,Price unavailable,2 hr,,0,,2024-05-27,163.0,42.0
2024-06-16 01:15:00,2024-06-16 03:40:00,CAI,JED,Flynas,2 hr 25 min,88.0,0,,2024-05-27,97.0,-16.0
2024-06-16 19:05:00,2024-06-16 21:30:00,CAI,JED,Flynas,2 hr 25 min,94.0,0,,2024-05-27,97.0,-16.0
2024-06-16 03:50:00,2024-06-16 06:00:00,CAI,JED,FlyEgypt,2 hr 10 min,97.0,0,,2024-05-27,117.0,0.0
2024-06-16 18:10:00,2024-06-16 20:35:00,CAI,JED,Flynas,2 hr 25 min,99.0,0,,2024-05-27,97.0,-16.0
2024-06-16 22:00:00,2024-06-17 00:25:00,CAI,JED,Flynas,2 hr 25 min,99.0,0,,2024-05-27,97.0,-16.0
2024-06-16 06:00:00,2024-06-16 08:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,103.0,0,,2024-05-27,117.0,0.0
2024-06-16 04:20:00,2024-06-16 06:40:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-16 14:10:00,2024-06-16 16:30:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-16 15:35:00,2024-06-16 18:00:00,CAI,JED,Flynas,2 hr 25 min,104.0,0,,2024-05-27,97.0,-16.0
2024-06-16 20:05:00,2024-06-16 22:25:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-16 23:35:00,2024-06-17 01:45:00,CAI,JED,Flyadeal,2 hr 10 min,136.0,0,,2024-05-27,110.0,0.0
2024-06-16 00:30:00,2024-06-16 02:40:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-16 02:35:00,2024-06-16 04:45:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,114.0,0.0
2024-06-16 08:00:00,2024-06-16 10:10:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-16 15:20:00,2024-06-16 17:30:00,CAI,JED,EgyptAir,2 hr 10 min,137.0,0,,2024-05-27,142.0,23.0
2024-06-16 05:20:00,2024-06-16 07:30:00,CAI,JED,EgyptAir,2 hr 10 min,138.0,0,,2024-05-27,113.0,0.0
2024-06-16 21:20:00,2024-06-16 23:30:00,CAI,JED,EgyptAir,2 hr 10 min,143.0,0,,2024-05-27,139.0,21.0
2024-06-16 09:45:00,2024-06-16 12:00:00,CAI,JED,Flyadeal,2 hr 15 min,147.0,0,,2024-05-27,110.0,0.0
2024-06-16 19:50:00,2024-06-16 22:00:00,CAI,JED,EgyptAir,2 hr 10 min,152.0,0,,2024-05-27,139.0,21.0
2024-06-16 00:55:00,2024-06-16 03:15:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-16 03:45:00,2024-06-16 06:05:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-16 06:00:00,2024-06-16 08:20:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-16 12:40:00,2024-06-16 15:00:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-16 15:10:00,2024-06-16 17:30:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-16 16:10:00,2024-06-16 18:30:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-16 17:50:00,2024-06-16 20:10:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-16 20:50:00,2024-06-16 23:10:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-16 23:05:00,2024-06-17 01:25:00,CAI,JED,Saudia,2 hr 20 min,157.0,0,,2024-05-27,115.0,0.0
2024-06-16 05:45:00,2024-06-16 08:00:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,134.0,17.0
2024-06-17 01:15:00,2024-06-17 03:40:00,CAI,JED,Flynas,2 hr 25 min,99.0,0,,2024-05-27,97.0,-16.0
2024-06-17 06:00:00,2024-06-17 08:10:00,CAI,JED,Air Arabia Egypt,2 hr 10 min,103.0,0,,2024-05-27,117.0,0.0
2024-06-17 04:00:00,2024-06-17 06:20:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,113.0,0.0
2024-06-17 11:15:00,2024-06-17 13:30:00,CAI,JED,Price unavailable,2 hr 15 min,,0,,2024-05-27,114.0,0.0
2024-06-17 18:55:00,2024-06-17 21:15:00,CAI,JED,Air Cairo,2 hr 20 min,104.0,0,,2024-05-27,115.0,0.0
2024-06-17 19:05:00,2024-06-17 21:30:00,CAI,JED,Flynas,2 hr 25 min,104.0,0,,2024-05-27,97.0,-16.0
2024-06-17 22:00:00,2024-06-18 00:25:00,CAI,JED,Flynas,2 hr 25 min,104.0,0,,2024-05-27,97.0,-16.0
2024-06-17 10:20:00,2024-06-17 12:40:00,CAI,JED,Air Cairo,2 hr 20 min,111.0,0,,2024-05-27,113.0,0.0
2024-06-17 09:25:00,2024-06-17 11:50:00,CAI,JED,Flynas,2 hr 25 min,112.0,0,,2024-05-27,97.0,-16.0
